"sku_id","product_name","description","brand","category","sub_category","price","image_url","stock_quantity"
149,Cake Premium,High-quality cake from bakery section.,Be Good to Yourself,Bakery,Cake,3.08,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,481
150,Nuts Premium,High-quality nuts from snacks section.,Taste the Difference,Snacks,Nuts,2.26,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,494
151,Biscuits Classic,High-quality biscuits from snacks section.,Be Good to Yourself,Snacks,Biscuits,12.42,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,409
152,Biscuits Classic,High-quality biscuits from snacks section.,SO Organic,Snacks,Biscuits,3.5,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,431
153,Cake Fresh,High-quality cake from bakery section.,Basics,Bakery,Cake,1.9,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,413
154,Beef Premium,High-quality beef from meat section.,SO Organic,Meat,Beef,5.92,https://images.unsplash.com/photo-1540189549336-e6e99c3679fe?auto=format&fit=crop&w=600&q=80,380
155,Potatoes Organic,High-quality potatoes from produce section.,Be Good to Yourself,Produce,Potatoes,6.92,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,433
156,Apples Fresh,High-quality apples from produce section.,Be Good to Yourself,Produce,Apples,11.34,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,203
157,Chips Classic,High-quality chips from snacks section.,Be Good to Yourself,Snacks,Chips,9.88,https://images.unsplash.com/photo-1514996937319-344454492b37?auto=format&fit=crop&w=600&q=80,196
158,Milk Fresh,High-quality milk from dairy section.,Basics,Dairy,Milk,11.09,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,242
159,Chips Fresh,High-quality chips from snacks section.,Sainsbury's,Snacks,Chips,2.21,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,386
160,Cake Fresh,High-quality cake from bakery section.,Basics,Bakery,Cake,13.48,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,291
161,Bagel Fresh,High-quality bagel from bakery section.,Taste the Difference,Bakery,Bagel,1.65,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,499
162,Beef Fresh,High-quality beef from meat section.,Taste the Difference,Meat,Beef,4.33,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,332
163,Ice Cream Classic,High-quality ice cream from frozen section.,SO Organic,Frozen,Ice Cream,14.0,https://images.unsplash.com/photo-1467003909585-2f8a72700288?auto=format&fit=crop&w=600&q=80,53
164,Pizza Fresh,High-quality pizza from frozen section.,Sainsbury's,Frozen,Pizza,14.73,https://images.unsplash.com/photo-1542838132-92c53300491e?auto=format&fit=crop&w=600&q=80,225
165,Turkey Fresh,High-quality turkey from meat section.,Basics,Meat,Turkey,10.64,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,380
166,Carrots Fresh,High-quality carrots from produce section.,Taste the Difference,Produce,Carrots,1.9,https://images.unsplash.com/photo-1505253216365-4b3356b15cfc?auto=format&fit=crop&w=600&q=80,163
167,Apples Organic,High-quality apples from produce section.,Sainsbury's,Produce,Apples,7.29,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,183
168,Apples Fresh,High-quality apples from produce section.,Be Good to Yourself,Produce,Apples,3.11,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,174
169,Pork Premium,High-quality pork from meat section.,Be Good to Yourself,Meat,Pork,4.04,https://images.unsplash.com/photo-1551024709-8f23befc6f87?auto=format&fit=crop&w=600&q=80,24
170,Croissant Premium,High-quality croissant from bakery section.,Basics,Bakery,Croissant,14.0,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,144
171,Croissant Organic,High-quality croissant from bakery section.,SO Organic,Bakery,Croissant,4.51,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,217
172,Coffee Classic,High-quality coffee from beverages section.,Be Good to Yourself,Beverages,Coffee,12.07,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,150
173,Nuts Classic,High-quality nuts from snacks section.,Basics,Snacks,Nuts,2.35,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,256
174,Carrots Premium,High-quality carrots from produce section.,Taste the Difference,Produce,Carrots,3.86,https://images.unsplash.com/photo-1506806732259-39c2d0268443?auto=format&fit=crop&w=600&q=80,194
175,Apples Classic,High-quality apples from produce section.,Taste the Difference,Produce,Apples,8.84,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,413
176,Biscuits Premium,High-quality biscuits from snacks section.,Be Good to Yourself,Snacks,Biscuits,9.6,https://images.unsplash.com/photo-1514996937319-344454492b37?auto=format&fit=crop&w=600&q=80,315
177,Croissant Organic,High-quality croissant from bakery section.,Taste the Difference,Bakery,Croissant,8.37,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,420
178,Beef Organic,High-quality beef from meat section.,Basics,Meat,Beef,14.82,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,42
179,Chips Premium,High-quality chips from snacks section.,Basics,Snacks,Chips,0.94,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,70
180,Beef Fresh,High-quality beef from meat section.,Basics,Meat,Beef,12.78,https://images.unsplash.com/photo-1604908177035-0ac1c9bb646f?auto=format&fit=crop&w=600&q=80,173
181,Cake Classic,High-quality cake from bakery section.,Be Good to Yourself,Bakery,Cake,6.63,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,404
182,Butter Classic,High-quality butter from dairy section.,SO Organic,Dairy,Butter,11.09,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,366
183,Fish Fresh,High-quality fish from frozen section.,Basics,Frozen,Fish,2.74,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,84
184,Soda Organic,High-quality soda from beverages section.,Taste the Difference,Beverages,Soda,3.58,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,118
185,Cheese Classic,High-quality cheese from dairy section.,SO Organic,Dairy,Cheese,7.89,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,292
186,Apples Premium,High-quality apples from produce section.,Sainsbury's,Produce,Apples,0.79,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,119
187,Bread Classic,High-quality bread from bakery section.,Basics,Bakery,Bread,9.72,https://images.unsplash.com/photo-1509440159596-0249088772ff?auto=format&fit=crop&w=600&q=80,287
188,Chicken Organic,High-quality chicken from meat section.,Taste the Difference,Meat,Chicken,8.35,https://images.unsplash.com/photo-1604908177035-0ac1c9bb646f?auto=format&fit=crop&w=600&q=80,109
189,Coffee Classic,High-quality coffee from beverages section.,Sainsbury's,Beverages,Coffee,10.13,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,341
190,Biscuits Premium,High-quality biscuits from snacks section.,SO Organic,Snacks,Biscuits,9.17,https://images.unsplash.com/photo-1504674900247-0877df9cc836?auto=format&fit=crop&w=600&q=80,157
191,Yogurt Premium,High-quality yogurt from dairy section.,Basics,Dairy,Yogurt,13.6,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,447
192,Butter Premium,High-quality butter from dairy section.,SO Organic,Dairy,Butter,3.17,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,279
193,Vegetables Classic,High-quality vegetables from frozen section.,SO Organic,Frozen,Vegetables,0.66,https://images.unsplash.com/photo-1467003909585-2f8a72700288?auto=format&fit=crop&w=600&q=80,342
194,Apples Organic,High-quality apples from produce section.,Be Good to Yourself,Produce,Apples,11.94,https://images.unsplash.com/photo-1510626176961-4b37d0b4e904?auto=format&fit=crop&w=600&q=80,202
195,Turkey Organic,High-quality turkey from meat section.,Be Good to Yourself,Meat,Turkey,7.74,https://images.unsplash.com/photo-1540189549336-e6e99c3679fe?auto=format&fit=crop&w=600&q=80,416
196,Beef Fresh,High-quality beef from meat section.,SO Organic,Meat,Beef,8.3,https://images.unsplash.com/photo-1604908177035-0ac1c9bb646f?auto=format&fit=crop&w=600&q=80,205
197,Chocolate Organic,High-quality chocolate from snacks section.,Be Good to Yourself,Snacks,Chocolate,0.78,https://images.unsplash.com/photo-1499636136210-6f4ee915583e?auto=format&fit=crop&w=600&q=80,415
198,Yogurt Organic,High-quality yogurt from dairy section.,Basics,Dairy,Yogurt,14.69,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,171
199,Cheese Premium,High-quality cheese from dairy section.,Taste the Difference,Dairy,Cheese,2.04,https://images.unsplash.com/photo-1541599540903-216a46ca1dc0?auto=format&fit=crop&w=600&q=80,201
200,Carrots Organic,High-quality carrots from produce section.,Taste the Difference,Produce,Carrots,3.1,https://images.unsplash.com/photo-1505253216365-4b3356b15cfc?auto=format&fit=crop&w=600&q=80,384
